label,binlabel,pixel117,pixel125,pixel143,pixel154,pixel263,pixel279,pixel289,pixel291,pixel295,pixel334,pixel354,pixel380,pixel381,pixel403,pixel408,pixel409,pixel436,pixel449,pixel459,pixel474,pixel480,pixel481,pixel482,pixel492,pixel503,pixel511,pixel528,pixel537,pixel555,pixel584,pixel593,pixel596,pixel598,pixel614,pixel622,pixel642,pixel670,pixel695,pixel706,pixel708,pixel709,pixel710,pixel712,pixel713,pixel714,pixel715,pixel716,pixel717,pixel718,pixel719,pixel720,pixel721,pixel722,pixel723,pixel724,pixel733,pixel745,pixel746,pixel748,pixel749,pixel750,pixel751
5,0,0,195,0,196,0,0,124,0,0,0,202,115,241,160,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,252,0,0,0,0,0,224,253,227,0,251,125,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,252,0,0,0,0,0,252,241,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,102,241,0,0,253,58,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,253,0,61,0,0,105,228,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,254,0,0,0,0,168,0,48,253,253,0,253,253,254,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,255,0,128,0,255,0,0,191,0,0,64,0,255,0,255,0,0,0,0,255,0,0,0,0,0,0,0,255,255,0,64,0,0,0,0,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,29,0,0,255,255,0,226,29,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,198,0,254,0,0,0,0,254,0,0,78,0,0,78,0,78,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,212,0,48,226,0,0,253,173,253,0,253,253,253,0,171,0,0,0,213,31,0,43,0,0,0,0,0,126,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,86,0,0,255,0,141,57,0,0,0,0,0,255,255,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,254,0,230,254,184,0,0,21,0,254,213,60,254,0,0,0,0,164,255,254,0,254,0,0,0,0,0,233,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,156,254,0,0,0,0,61,0,0,0,0,86,0,19,196,253,25,0,2,0,253,0,0,253,118,162,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,188,0,0,191,0,0,0,68,0,132,246,55,253,0,0,0,0,218,195,253,0,161,0,197,0,0,7,253,211,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,254,232,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,166,0,0,0,0,0,193,151,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,240,254,0,0,185,0,0,254,119,247,242,247,183,250,0,0,0,0,0,0,56,0,0,0,0,0,0,0,3,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,142,0,253,0,0,0,142,0,11,0,0,173,123,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,255,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,21,0,0,0,41,61,0,0,152,173,253,252,253,213,0,253,0,0,0,0,21,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,51,0,206,0,0,0,128,89,234,135,135,223,254,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,254,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,254,42,0,0,186,0,0,0,184,46,253,250,207,55,0,253,0,0,0,0,0,0,0,0,0,0,0,0,48,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,226,0,0,0,0,0,0,252,32,215,0,222,253,252,0,252,0,0,73,234,252,0,236,0,253,63,0,252,252,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,203,107,0,166,0,16,0,0,35,0,101,0,0,0,0,154,0,0,0,0,225,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,227,0,227,0,0,0,0,7,0,253,34,244,0,14,242,125,0,0,0,0,0,0,253,0,0,0,0,0,0,122,253,253,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,43,253,0,47,253,0,0,0,0,0,0,0,0,0,0,0,0,0,117,253,111,0,244,0,253,0,0,253,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,38,0,0,0,200,0,0,0,0,3,0,4,0,0,0,0,0,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,255,0,253,169,0,0,244,230,0,0,40,0,253,141,3,253,0,135,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,255,107,0,253,0,20,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,31,0,253,253,0,21,253,0,0,0,41,113,143,244,250,114,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,131,0,253,253,0,240,181,0,0,253,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,254,0,248,220,254,0,0,0,0,254,0,0,23,0,254,0,0,0,0,254,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,186,0,0,0,0,0,0,215,254,254,147,253,253,253,0,253,0,0,0,0,155,0,137,0,0,0,0,0,253,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,191,255,0,255,191,191,0,0,0,0,0,0,0,0,0,0,0,128,255,255,0,0,64,0,255,0,0,128,255,255,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,127,253,0,253,247,0,0,253,0,75,0,19,183,105,0,0,0,0,0,0,253,0,0,103,0,17,0,0,253,253,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,237,0,112,0,0,0,0,140,0,0,27,0,0,27,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,254,169,0,253,64,0,0,253,251,253,253,253,253,254,0,248,0,0,0,0,126,0,0,0,0,0,0,0,101,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,236,0,0,59,59,20,254,254,175,0,229,0,0,0,0,58,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,251,0,0,215,0,37,35,0,35,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,253,0,96,0,0,0,0,61,0,60,248,253,47,80,245,31,0,0,0,0,0,12,49,0,252,0,25,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,242,0,0,6,0,253,0,0,0,176,254,152,0,191,12,106,0,0,0,0,0,118,0,0,236,0,0,0,0,0,26,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,227,5,0,0,0,0,0,0,53,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,198,0,0,0,0,0,0,0,141,0,170,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,25,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,253,0,171,253,0,0,253,191,253,0,214,253,246,0,253,0,9,210,253,253,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,253,0,0,88,0,0,253,19,246,0,197,253,253,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,254,0,253,0,0,0,0,0,0,253,253,253,0,253,222,220,0,200,0,0,0,0,0,0,31,0,0,83,0,0,253,253,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,118,0,248,0,0,0,0,254,0,12,103,17,254,19,0,0,0,254,0,0,0,0,0,0,93,0,0,0,63,0,64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,21,242,0,211,252,0,0,0,0,0,181,0,0,0,0,182,0,0,211,252,0,0,241,0,109,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,253,0,253,0,0,0,0,9,0,4,221,35,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,232,94,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,238,0,0,254,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,153,253,0,237,253,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,254,0,96,0,0,0,0,0,0,251,3,128,0,119,253,222,0,0,0,0,0,41,253,0,253,0,253,0,0,253,253,211,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,93,0,253,198,0,253,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,253,0,0,0,0,0,253,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,230,0,253,23,0,0,104,209,253,196,253,253,228,0,25,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,253,229,17,0,0,0,0,0,0,0,185,13,0,0,0,0
2,0,0,253,0,127,0,0,0,0,149,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,169,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,253,0,253,253,0,0,253,253,253,253,253,253,254,0,253,0,0,0,9,253,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,8,0,0,0,227,0,222,249,253,0,249,253,253,0,253,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,138,0,37,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,254,0,0,253,0,0,0,48,253,253,0,139,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,236,249,0,0,61,0,0,253,57,202,30,188,253,253,0,253,0,0,15,147,253,0,253,0,168,0,0,96,253,253,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,60,0,253,253,0,0,104,253,248,0,253,253,164,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,43,0,0,0,0,0,231,253,171,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,49,0,252,255,0,34,92,189,0,0,253,92,24,233,9,253,0,253,0,0,0,114,169,0,252,0,0,137,119,0,252,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,244,0,0,146,0,0,60,254,254,181,209,255,31,0,201,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,254,142,0,0,0,0,0,0,0,0,84,0,0,0,0,0
4,0,0,0,0,0,0,0,254,0,0,0,253,253,253,253,253,207,117,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,194,26,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,244,0,252,0,0,0,0,13,0,146,252,95,253,253,253,244,0,32,0,0,0,0,0,0,0,0,0,0,0,203,184,70,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,167,0,0,30,0,251,0,0,49,5,254,254,213,136,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,252,0,0,0,0,254,0,0,228,0,254,0,0,0,0,32,0,149,0,0,0,0,0,71,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,106,11,0,0,84,253,0,11,253,253,253,253,253,218,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,248,0,254,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,254,0,0,151,0,0,214,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,128,0,0,254,0,83,0,98,0,0,0,0,0,0,0,100,0,0,92,254,0,0,254,0,92,8,0,0,126,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,252,0,40,252,0,0,233,146,180,252,252,252,253,0,241,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,223,253,0,92,254,254,0,0,212,0,254,213,21,252,0,254,0,0,0,0,252,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,254,0,253,0,0,0,42,245,0,0,78,3,253,253,205,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,163,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,255,13,0,0,187,167,0,75,207,253,0,23,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,36,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,191,0,128,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,245,0,63,56,0,0,254,252,252,0,252,252,252,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,253,252,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,217,0,252,68,0,0,190,57,190,224,252,252,252,0,243,0,0,0,0,0,0,0,0,0,0,0,0,253,45,0,64,0,0,0,0,28,218,253,146,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
