label,binlabel,pixel117,pixel125,pixel143,pixel154,pixel263,pixel279,pixel289,pixel291,pixel295,pixel334,pixel354,pixel380,pixel381,pixel403,pixel408,pixel409,pixel436,pixel449,pixel459,pixel474,pixel480,pixel481,pixel482,pixel492,pixel503,pixel511,pixel528,pixel537,pixel555,pixel584,pixel593,pixel596,pixel598,pixel614,pixel622,pixel642,pixel670,pixel695,pixel706,pixel708,pixel709,pixel710,pixel712,pixel713,pixel714,pixel715,pixel716,pixel717,pixel718,pixel719,pixel720,pixel721,pixel722,pixel723,pixel724,pixel733,pixel745,pixel746,pixel748,pixel749,pixel750,pixel751
1,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,20,0,0,133,11,0,0,0,0,49,0,0,0,0,0,0,0,35,215,123,0,253,0,108,0,0,40,253,253,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,186,0,50,0,0,0,105,208,219,0,254,78,187,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,221,0,0,253,0,0,40,228,0,0,211,17,253,0,125,0,0,0,0,235,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,2,0,0,131,25,0,138,249,254,0,195,112,0,0,224,0,58,252,121,53,0,2,0,234,0,0,0,71,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,171,0,252,0,0,0,0,150,0,0,97,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,138,0,252,239,0,252,128,249,0,17,137,90,0,0,0,0,0,0,0,0,253,252,0,0,252,32,128,146,0,0,252,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,53,0,0,0,23,0,20,247,37,0,89,0,14,0,82,0,0,0,0,0,0,0,0,0,119,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,254,0,0,0,79,253,0,66,176,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,85,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,178,0,0,253,0,0,248,253,253,244,253,208,253,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,230,253,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,208,0,12,254,152,0,254,254,254,254,254,254,254,0,249,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,255,0,0,128,128,0,255,64,255,0,128,255,128,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,191,0,0,0,0,0,0,0,0,191,0,0,0,0,0
8,0,0,0,0,0,8,0,0,83,0,0,206,250,129,0,49,0,0,0,241,0,0,0,0,58,0,145,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,238,0,111,233,0,0,254,198,216,244,0,73,0,0,0,0,0,2,159,99,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,193,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,218,29,0,0,0,0,0,234,253,233,253,201,61,160,0,0,0,0,0,0,219,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,43,0,0,0,0,252,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,253,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,197,0,253,0,0,0,0,253,0,0,78,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,180,0,0,0,176,0,0,116,0,116,97,0,252,0,0,0,65,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,221,0,130,254,0,0,69,254,247,0,253,230,253,0,0,0,134,216,254,254,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,27,0,0,0,252,0,0,0,0,238,0,0,57,0,253,0,0,0,0,253,0,0,240,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,116,231,0,0,253,0,0,0,0,0,253,138,0,241,0,198,0,0,0,0,254,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,255,0,0,0,0,243,0,0,0,0,40,0,0,6,0,96,0,0,0,0,227,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,216,0,0,0,236,0,192,252,252,0,252,252,252,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,252,252,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,254,0,173,254,0,0,254,166,254,44,245,254,254,0,254,0,0,0,34,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,254,217,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,254,0,0,0,24,107,221,0,154,221,189,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,254,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,131,0,254,0,0,249,0,0,0,254,254,254,254,62,62,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,111,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,3,0,247,0,0,0,56,253,252,28,254,253,253,0,252,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,252,252,63,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,191,253,0,187,253,0,0,0,0,0,0,0,0,0,0,0,0,0,80,253,0,0,253,0,80,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,14,0,49,234,13,0,45,0,0,0,254,0,0,0,0,0,0,55,254,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,255,0,0,0,0,0,0,0,0,0,191,0,0,255,0,255,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,196,254,196,0,196,28,0,0,251,0,0,0,0,0,0,0,0,0,0,0,197,226,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,249,0,150,253,63,0,0,0,0,0,0,0,0,0,0,0,0,254,253,29,0,253,0,48,0,0,0,110,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,64,0,255,255,0,255,255,0,0,0,0,0,128,255,255,255,0,255,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,241,0,0,0,253,0,130,253,27,214,155,0,253,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,95,0,254,112,0,0,225,0,0,137,0,0,201,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,206,60,0,0,0,0,0,128,252,194,253,253,224,252,0,87,0,0,0,0,252,0,0,0,73,0,0,252,252,84,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,226,0,0,255,170,0,0,255,86,0,255,86,255,0,114,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,226,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,224,0,254,0,0,0,0,0,0,253,85,253,0,85,251,141,0,0,0,0,0,0,254,0,0,0,85,0,0,253,254,254,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,252,0,0,0,0,246,175,51,253,0,252,0,0,0,0,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,235,0,244,235,0,0,162,254,243,108,254,148,254,0,15,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,249,170,20,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,255,0,0,0,255,0,128,191,128,255,255,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,191,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,232,0,0,253,0,0,254,222,254,253,253,254,253,0,184,0,0,7,140,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,253,5,0,0,0,0,0,227,252,185,0,210,6,211,0,136,0,0,0,0,252,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,252,0,138,224,0,0,254,254,254,233,254,254,254,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,201,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,255,0,254,0,0,0,0,0,0,203,98,254,0,181,240,241,0,0,0,0,0,0,95,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,14,0,234,0,254,0,0,16,0,225,16,0,16,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,254,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,253,0,253,164,0,0,254,253,253,185,253,253,253,0,53,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,254,0,184,180,0,0,72,0,0,57,128,194,155,0,113,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,255,220,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,210,0,177,0,93,253,158,0,48,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,170,29,0,0,170,0,0,255,86,86,255,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,139,251,0,69,252,0,0,0,0,57,0,82,246,237,0,0,0,0,0,233,113,0,252,0,0,0,0,0,129,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,131,0,58,34,0,0,7,194,231,0,203,151,254,0,251,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,31,23,0,201,224,166,253,0,0,0,0,255,160,193,0,125,253,100,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,200,0,204,252,137,0,252,186,252,0,252,252,252,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,238,239,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,255,0,252,0,0,0,0,0,0,70,0,32,0,0,141,0,0,253,0,0,0,0,231,0,123,0,0,0,0,0,246,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,152,0,253,252,0,253,253,0,0,41,253,252,41,254,253,253,0,0,0,123,203,82,0,0,131,0,252,0,0,81,253,253,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,253,0,254,162,0,0,216,77,213,0,245,253,253,0,254,0,0,0,22,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,252,0,203,0,0,0,0,203,0,0,142,0,41,20,0,0,0,252,0,0,0,0,0,0,41,0,0,51,183,0,62,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,44,0,10,0,0,0,164,137,252,0,248,243,252,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,252,222,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,29,252,0,0,252,0,0,248,148,252,135,243,252,201,0,3,0,0,0,0,120,0,0,0,0,0,0,0,237,5,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,253,0,74,244,0,0,29,231,48,253,84,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,253,252,0,253,228,0,0,26,0,0,92,0,0,0,0,206,0,0,0,0,45,0,44,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,67,0,0,246,0,0,0,80,183,145,253,253,187,0,72,0,0,0,0,19,0,66,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,91,0,251,253,0,253,217,167,0,223,0,0,0,0,0,0,0,0,0,254,253,253,0,0,253,0,253,43,0,85,253,253,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,66,0,0,0,183,0,0,68,0,0,114,0,0,0,0,0,0,0,0,0,60,0,214,0,0,0,0,0,228,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,57,0,85,0,0,0,0,47,0,253,0,199,0,0,93,0,0,253,0,0,0,0,253,0,94,0,0,0,0,0,21,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,214,0,27,253,253,136,253,253,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,193,171,9,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,82,113,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,101,253,0,0,100,0,206,0,0,201,6,12,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,15,0,0,0,254,21,230,214,219,254,254,0,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,184,40,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,231,0,253,252,252,0,79,0,92,0,51,243,209,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,252,228,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,242,0,253,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,187,245,0,97,243,19,0,0,254,201,0,254,254,225,0,0,0,0,0,0,78,0,0,0,0,0,0,0,11,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,121,97,204,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,239,16,0,0,0,0,0,0,224,173,0,0,0,0
9,0,0,0,0,0,253,0,252,46,0,0,0,162,161,253,253,252,253,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,240,252,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,254,0,167,254,0,0,254,5,190,0,73,254,132,0,38,0,0,0,0,254,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,219,18,0,0,104,253,254,139,254,183,178,0,240,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,161,0,49,252,212,161,149,29,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,152,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,25,0,0,0,0,114,0,244,253,253,252,128,252,37,0,0,0,0,0,37,37,0,228,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,50,0,0,0,148,0,252,252,252,0,252,252,252,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,168,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,5,0,253,253,0,119,216,0,0,0,0,0,0,0,0,168,0,253,0,0,0,0,66,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,4,177,0,242,82,250,254,0,140,0,0,162,0,134,254,234,13,0,249,0,164,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,255,0,191,0,191,255,255,191,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,235,239,0,0,244,239,0,163,253,253,253,162,253,124,0,253,0,0,0,0,131,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,253,0,17,253,165,10,142,8,44,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,254,0,171,171,0,0,26,254,234,0,254,208,254,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,254,254,64,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3,0,0,255,0,170,0,0,0,0,255,0,0,255,255,0,29,170,0,0,0,0,0,0,0,0,0,0,0,226,0,0,198,57,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,252,0,252,252,252,0,252,0,67,0,0,88,9,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,252,252,243,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,200,0,149,0,0,0,0,0,0,200,2,135,250,136,254,254,0,157,0,0,0,0,115,0,0,0,5,0,0,100,172,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
