"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Prediction"
"38",8.89595e-06,3.59615e-07,5.877618e-06,7.993971e-07,0.0001503086,1,5.613113e-05,0.0007717583,0.0008126408,0.0002302602,5
"39",2.357643e-06,0.9828409,2.129674e-06,1.563516e-07,0.01119976,0.01674166,0.001945278,0.0001010245,0.008188462,0.0006044558,1
"40",0.0002496072,5.734286e-07,4.045699e-07,4.727736e-05,3.619879e-05,0.02077001,0.9941809,1e-07,0.06905459,0.0002364627,6
"41",1.159952e-06,0.004038963,0.002601918,0.002599147,2.832081e-06,1.143362e-06,1.134437e-06,0.9999999,5.241313e-06,0.0003336912,7
"42",5.586951e-05,7.86886e-09,0.0003979736,0.05317577,1.417487e-06,8.486505e-05,1.188445e-07,0.9999995,1.956769e-06,0.00416873,7
"43",5.772433e-05,1.410017e-06,2.878472e-05,3.479707e-05,1,0.0002041174,0.006703819,0.002138272,3.22019e-05,0.0005733773,4
"44",0.0002239397,2.908349e-06,5.373041e-05,0.0001520549,0.007273451,2.223232e-05,1.137596e-06,0.004129984,0.0008493024,0.9999994,9
"45",1e-07,7.926347e-07,0.0003248853,4.149579e-06,5.04554e-05,0.2210209,0.09477942,1.77036e-06,0.9544457,0.000124005,8
"46",0.001985018,5.872437e-07,0.03028598,0.004739171,8.34512e-06,7.671821e-06,1.542383e-07,0.99999,3.481104e-06,0.005103109,7
"47",0.0007756414,4.625348e-07,8.118764e-06,0.0003165553,2.482042e-05,0.0007073333,0.001288151,6.541095e-05,0.9999912,0.03011394,8
"48",1.907714e-06,2.652722e-08,0.9553228,0.1830789,1e-07,5.925048e-06,0.0004698215,0.0005324778,0.04905368,1.345342e-06,2
"49",2.204896e-05,0.1081532,2.301335e-07,3.12768e-06,0.0008140929,0.00156034,0.9825962,1.678597e-07,0.148064,1.269975e-06,6
"50",1.969069e-07,1.061298e-06,0.006103566,0.0005907195,0.002861148,0.005362056,0.0001003507,0.8912883,0.001065796,0.0009507273,7
"51",1.333758e-05,3.234315e-07,7.079248e-05,4.829026e-07,1.161367e-05,6.705518e-05,1,1e-07,4.78556e-05,2.885658e-07,6
"52",0.0003235152,4.075541e-08,3.082932e-07,0.0001958521,1e-07,6.431238e-06,0.0001770556,2.988709e-06,0.9999999,0.02238125,8
"53",0.001391762,1.322318e-05,0.001199601,0.0003005055,0.000310183,2.228606e-05,0.0005387246,5.204865e-05,0.9999999,0.001245777,8
"54",4.95195e-05,1.987907e-06,0.0006859503,1,1.086135e-05,9.416242e-05,8.093389e-06,0.006764256,6.870465e-05,2.043025e-05,3
"55",2.454551e-05,4.449437e-09,6.200038e-06,1.194499e-05,5.901884e-05,0.0008809239,3.763167e-06,8.784899e-06,0.9999996,0.012246,8
"56",0.002079347,9.165041e-08,0.9999999,0.003925192,0.003763193,0.003892835,0.007335745,0.00407289,0.003436118,0.02837778,2
"57",1.398326e-06,0.9976509,8.117159e-06,0.0001777115,0.004644666,4.686652e-06,0.0002081486,0.001300215,0.000126957,0.003726171,1
"58",1.264224e-05,6.342706e-09,0.9616097,4.731872e-05,1.413847e-05,8.333148e-05,0.000347978,0.01499536,0.009256572,0.0001595291,2
"59",0.009741634,9.214182e-12,0.9151544,0.0001020242,0.03655327,0.03186474,0.003258948,0.000717879,0.003881361,0.002752274,2
"60",0.8472559,1.924241e-08,0.07970789,0.005470038,0.004187778,0.02133132,0.005430769,0.02213652,0.05520196,0.03036198,0
"61",1e-07,0.003591842,7.867949e-07,0.0002297452,0.98355,0.003360185,1.594915e-05,0.04680752,1.466489e-06,0.002396736,4
"62",1.206414e-05,0.9895355,7.107683e-05,0.0001169074,0.001680653,1e-07,2.730744e-05,0.009724473,5.460639e-07,0.01491359,1
"63",1.958615e-06,1.7796e-05,0.0007783173,0.001581489,1.822796e-05,7.780681e-05,2.961685e-07,0.9999999,1.257778e-05,0.00155207,7
"64",1,3.490956e-06,0.001827916,0.0003411643,1.084737e-06,7.423364e-05,0.004343488,4.795146e-05,7.660232e-05,0.0006440665,0
"65",1,4.352914e-07,0.0005279743,2.659478e-05,8.300392e-06,0.0001338766,0.002132078,0.0006741254,3.225871e-05,0.01001315,0
"66",0.9999992,1.62082e-07,0.01645301,7.312704e-05,8.77771e-07,0.0001332718,0.006492627,2.921032e-05,0.001881876,0.000449326,0
"67",1.981318e-06,0.9971238,1.948065e-06,1.023585e-05,0.001514483,0.001580806,0.0001161828,0.01873244,8.588581e-05,2.396205e-05,1
"68",7.621202e-05,0.01729929,3.683284e-06,1.653224e-07,4.531923e-05,1.202279e-05,3.107488e-06,0.0004052723,0.796912,0.9659961,9
"69",0.9999879,1.136461e-09,0.0009320287,2.054167e-05,1e-07,0.009939383,0.001994753,9.80683e-06,0.001981937,0.0002998969,0
"70",3.251251e-06,0.9957237,2.066218e-05,7.142522e-07,4.034955e-06,5.929434e-06,0.0003622496,0.0003193873,0.001256686,0.002219632,1
"71",0.001152233,4.410163e-07,4.772208e-05,7.137887e-06,5.201579e-05,0.006838548,0.9999998,2.985467e-06,0.003887175,2.61043e-05,6
"72",2.108359e-06,3.709399e-08,0.0007970265,5.984666e-05,9.217241e-07,1,0.000201628,9.194865e-05,0.003637957,0.0001715027,5
"73",0.0009534235,2.583676e-07,0.0006472884,0.07444779,7.694444e-06,1.01143e-05,0.0002747753,0.0001186852,0.9999995,0.03323049,8
"74",6.579722e-05,4.440088e-08,2.216485e-05,7.065944e-07,8.991138e-07,3.254525e-06,0.0002979234,2.52455e-07,1,0.002345025,8
"75",1e-07,2.767936e-07,1,9.911192e-06,1.550757e-05,1.83236e-05,0.000545958,0.007761668,0.004948302,0.0002278012,2
"76",0.04980685,3.092596e-07,0.01916526,0.0115422,0.006934804,0.0007586455,0.002747658,0.0004783039,0.7019803,0.05281049,8
"77",0.009985177,7.768312e-07,0.0006197295,0.2657012,0.002877263,0.03516797,0.0005263817,0.00113549,0.01596169,0.2063046,3
"78",3.525066e-05,6.235883e-07,1e-07,0.0006006938,0.0002889898,3.759873e-06,1e-07,0.0006374296,0.0002123795,0.9999991,9
"79",0.0002431318,2.802681e-08,1,0.0007817583,0.0008009376,0.001911704,0.00440159,0.002412433,0.001141875,0.001370837,2
"80",0.0001838853,1.332345e-07,0.02475413,0.987553,0.002412192,0.004244982,0.05563121,0.004966609,0.003519819,0.001222392,3
"81",1.268039e-05,6.132279e-08,0.002346548,0.1101512,0.0004479962,0.9587299,0.0008334432,0.005334485,0.002014439,1.748147e-05,5
"82",0.0002079418,3.908498e-06,4.53606e-05,3.642235e-05,0.2186922,0.001271496,0.0005615726,0.0006645563,0.001814071,0.1406138,4
"83",0.0001953124,0.9995497,1e-07,3.017611e-06,0.001307807,0.0004492504,0.008100667,0.0001734924,1e-07,0.01118125,1
"84",0.9999985,4.475266e-07,8.277696e-06,0.0001195436,7.392022e-07,7.751346e-06,9.821397e-06,1.016343e-05,0.09254657,0.01209756,0
"85",0.0002727053,6.776192e-06,6.979933e-07,0.002314483,0.01295703,0.0008124602,5.196406e-06,0.008853157,0.002310801,0.9795026,9
"86",6.644985e-06,2.569763e-07,0.9999858,0.005041192,4.370848e-06,0.0003527786,0.00207256,0.0006890377,0.007304349,9.222441e-06,2
"87",1.279943e-05,3.610611e-07,0.000149338,0.002990791,0.9925995,0.000289198,6.200974e-05,0.005777347,3.62492e-06,0.02429406,4
"88",3.90286e-05,1.235888e-07,0.06161832,0.9298646,2.893345e-06,0.03649784,6.303046e-05,0.01232346,0.002794193,3.945244e-05,3
"89",0.0002759402,8.339162e-07,0.0009426868,5.175662e-05,0.0004815219,0.001415261,1,7.933741e-06,1.712639e-05,1.593199e-06,6
"90",1.092155e-05,2.561437e-08,4.452886e-05,0.0001121341,2.966578e-07,0.0005008459,1e-07,0.9999997,7.092792e-06,0.003988262,7
"91",2.738117e-05,5.289134e-08,0.9928261,0.2553166,0.0001940207,0.0002551143,0.0032721,0.00198188,0.01570229,5.153408e-05,2
"92",0.9949019,2.136553e-07,0.009284684,0.008917396,0.001736731,0.01235842,0.03595339,0.002294145,0.03864064,0.01844514,0
"93",1.454778e-06,0.002648244,4.09154e-05,5.006142e-06,7.480343e-05,0.004398896,0.9999994,2.944741e-07,0.0002190775,3.187831e-07,6
"94",0.0001137888,6.791047e-06,0.0001216627,1e-07,3.914239e-06,0.0007025749,1,1e-07,0.0008758987,1e-07,6
"95",0.001143089,0.9270953,4.078517e-06,1.250305e-06,0.0007895495,4.070979e-07,5.496237e-05,0.0003297974,0.03795506,0.0001232646,1
"96",5.905303e-06,0.004017073,6.262351e-05,2.84775e-05,0.9955694,0.004697844,0.0002008493,0.00194864,0.0001033624,0.08345128,4
"97",2.38548e-07,0.01270128,2.620157e-07,1,2.150232e-06,0.0007127912,4.730424e-07,0.0001352578,0.0001728027,0.003817918,3
"98",0.001846176,2.639965e-07,1.707459e-05,0.001009416,0.000320612,0.003019136,1.457563e-05,0.0003604844,0.01017281,0.9805984,9
"99",0.0008241208,9.789239e-07,0.0428035,0.006957844,0.0001565247,0.0001920825,1.289124e-06,0.9936724,6.443553e-05,0.002614036,7
"100",1e-07,3.891669e-07,0.0001216095,0.0005059533,0.9857741,0.008010819,0.0002745402,0.1217977,0.000150016,0.003059113,4
"101",1,8.807689e-07,6.617122e-06,4.314832e-06,1e-07,1.98777e-05,0.0009096683,2.927393e-05,0.0002115781,0.004744378,0
"102",2.073891e-06,7.039862e-06,6.302386e-05,0.006239716,0.00112848,0.08128553,5.934343e-05,4.070302e-05,0.1152408,0.4154529,9
"103",3.85779e-07,1.229355e-07,0.9951854,0.01006327,7.405881e-07,0.0002093415,0.000124559,0.01048849,0.0002077005,3.857736e-05,2
"104",1,1.173815e-07,0.0001580313,8.857864e-06,1.753332e-05,8.432235e-06,3.101277e-05,0.03426945,6.543417e-05,0.004510453,0
"105",2.152489e-05,1.120583e-05,0.002731431,0.0007164883,0.0005060485,9.775487e-05,1e-07,0.9999984,9.83388e-05,0.0003539773,7
"106",3.569499e-05,6.06746e-09,0.0009862222,0.9948735,0.006868433,0.2424953,9.790326e-05,0.002952,0.0004197592,0.0001741208,3
"107",1,5.846224e-07,0.0009639251,0.0002240672,2.673239e-06,2.24641e-05,0.001710144,8.345923e-05,0.0007505109,0.002498769,0
"108",1e-07,3.020501e-09,1e-07,5.209286e-05,3.344069e-05,1,6.418853e-05,4.714854e-05,4.362959e-06,0.0005205662,5
"109",1,5.146875e-09,0.0001614034,3.010598e-05,5.295237e-07,0.001283014,0.001459609,5.927432e-05,0.0003007374,0.02094577,0
"110",0.002220965,1.033267e-07,0.02929325,0.01002866,0.08565886,0.009161089,0.0006166908,0.004457946,0.06919231,0.5189533,9
"111",0.6155118,2.127821e-08,0.0006408384,0.04156348,0.001548295,0.005378959,0.008850561,0.0001997689,2.275249e-06,0.0001096293,0
"112",1,9.296258e-09,2.576382e-05,1.482903e-05,1e-07,2.473197e-05,0.00010103,0.0001111256,6.92255e-05,0.002362608,0
"113",0.0001459333,8.067426e-07,5.81927e-06,4.660153e-05,0.9939178,5.958703e-06,0.01191056,0.0003234013,0.0001615754,0.003116146,4
"114",1e-07,0.02653942,0.0006448123,0.004821572,0.0001398942,2.248743e-06,4.931065e-06,0.9921633,2.48268e-07,0.0001457586,7
"115",0.0009300833,0.9965427,1e-07,6.36062e-07,0.0008659444,0.0001111057,0.001370224,0.0002129008,7.116801e-07,2.846476e-05,1
"116",0.000792333,0.02559419,0.03910656,0.003586308,2.97424e-07,0.002878257,9.498077e-05,0.8676409,1.67702e-06,0.1850794,7
"117",1.07656e-06,0.9767818,6.946999e-05,5.160906e-05,0.01180239,1.916614e-07,0.0005717405,0.02258606,9.562832e-05,0.0007531779,1
"118",1.275493e-06,0.9937384,2.62804e-06,3.769986e-05,0.003763322,1.077917e-05,0.0006068028,0.001384475,2.802736e-05,0.004023699,1
"119",2.150406e-06,1.4541e-08,0.006256738,0.9272863,0.001542178,0.1593004,0.00133825,0.002728969,0.00262424,0.0005050317,3
"120",1e-07,6.173871e-06,9.929845e-05,0.9627497,0.0004540392,0.0002602141,0.00246468,0.001124598,0.0003950053,1.035897e-05,3
"121",3.659809e-07,3.959325e-08,0.0001188309,0.9999985,7.183265e-07,0.004526501,2.924158e-06,0.001807973,4.815482e-05,2.160725e-05,3
"122",4.986346e-06,3.30248e-09,0.0008762426,0.004006086,6.645922e-07,1.30411e-05,1e-07,1,8.940579e-06,0.00341889,7
"123",0.003830353,1.382308e-08,0.9925514,0.01533743,0.006259654,0.009257627,0.006102055,0.005899534,0.02008996,0.01655835,2
"124",0.0001275437,0.04062136,0.001178658,0.0004659952,1.304759e-05,7.501992e-07,0.0008015365,1.665319e-05,0.9825252,0.000445389,8
"125",0.0008526387,5.856435e-06,0.03975163,0.000156803,4.676105e-06,0.000248984,0.03484392,0.002251985,0.01673732,0.0003297205,2
"126",3.994494e-06,1.122684e-07,0.0009550453,0.9999927,0.0005557467,0.009069299,0.001808628,0.0006481505,0.009227158,0.0009754056,3
"127",0.0001851768,1.473027e-05,8.162567e-06,0.000220778,7.158007e-07,0.01283986,2.985032e-05,2.871913e-06,0.9935755,0.06198483,8
"128",5.211864e-06,0.01696139,2.379178e-05,0.0001732484,1e-07,4.289411e-06,3.134794e-06,0.999993,0.001922346,7.796392e-06,7
"129",0.000882811,8.30009e-08,0.002367885,0.002441756,0.0002604436,0.349969,1.082067e-05,0.1089231,0.02964175,0.0003372079,5
"130",9.469094e-06,1.832466e-06,4.868905e-07,0.0003022461,0.9999819,0.05252387,1.128758e-05,0.001508371,0.0005314118,0.04158412,4
"131",0.002196791,1.295103e-06,0.01010084,0.9418489,0.006399368,0.01044308,0.005329256,0.005819715,0.007993021,0.02068681,3
"132",4.860653e-05,1.230648e-08,3.61547e-05,0.005376743,5.202513e-05,0.9999999,0.0008702019,0.0004003443,0.00216705,0.001327637,5
"133",0.0003508591,0.01236121,3.991784e-06,8.002746e-07,0.001751236,9.851164e-05,0.9999921,0.0003199503,1e-07,7.279274e-06,6
"134",0.5606499,3.489259e-06,0.041222,0.0008410092,0.00494897,0.004802422,0.0001464264,0.008669574,0.03470776,0.005448034,0
"135",1,7.845857e-07,0.0008429426,0.0001426177,1.298571e-05,2.573775e-05,0.0006031902,0.001372306,0.0001341946,0.004403145,0
"136",1,1.879462e-07,1.560729e-06,0.0003228885,1e-07,0.00109196,0.0005315776,3.152231e-06,0.0002438216,0.001382058,0
"137",7.96445e-07,4.94735e-09,0.0001629817,1,6.02582e-05,0.003991333,3.541973e-05,8.583561e-05,0.0001620173,2.919114e-05,3
"138",1.108805e-05,0.9994247,1e-07,3.651798e-07,0.0009820432,0.0001035068,0.0005098115,0.0002864934,3.09464e-06,0.0004050631,1
"139",0.0001501702,2.316651e-06,0.001387104,0.5076829,9.738298e-05,0.287172,0.000339117,0.000635215,0.002764347,0.0002142538,3
"140",0.2362384,3.836871e-08,0.0008158706,0.001575661,0.003770843,0.002625109,0.8767545,1.372762e-06,0.01904701,0.001872527,6
"141",0.01237695,9.080982e-07,0.000806558,0.03945921,0.1836269,0.1460476,0.02349687,0.002712764,0.0004247403,0.06184749,4
"142",1.941178e-06,2.40569e-07,0.0004138016,0.9999999,1.758468e-07,3.742239e-05,5.00989e-06,0.0005297195,0.0001003233,0.000130078,3
"143",1.660062e-05,1.666306e-05,3.510552e-06,1.20181e-06,0.9999972,5.267477e-05,0.003847804,0.001509325,6.363497e-06,0.003501905,4
"144",2.43443e-06,2.935008e-09,6.07005e-05,0.001665767,0.000674832,1,0.0008253443,0.0001953828,5.267605e-05,2.391226e-05,5
"145",0.002577718,1.210935e-07,0.001271614,4.335796e-06,0.0006515818,0.9999998,7.723056e-06,0.00111138,0.001264714,0.002315382,5
"146",1.126383e-06,8.121675e-10,0.02360759,0.0001479361,0.001696662,0.00405096,0.001592921,0.0007472458,0.9947639,0.001002936,8
"147",9.745615e-05,1.709119e-07,8.609788e-05,0.0001206974,0.001152727,0.0002995139,1e-07,0.9999943,0.0001357018,0.01259004,7
"148",0.003709767,1.994832e-06,0.002409451,0.01446443,0.02751592,0.01497633,4.479309e-05,0.9596014,0.00289398,0.01028774,7
"149",1.693349e-07,1.724431e-08,0.9999961,0.01104663,2.099362e-06,3.713577e-05,0.0008916227,0.004816467,7.045953e-05,0.0001006299,2
"150",0.757438,0.006596955,2.303403e-07,0.0002059831,1.175058e-07,2.458314e-05,0.0001945142,0.0003114717,0.001695124,0.08067987,0
"151",0.001135456,0.02127113,0.0009288281,0.0003914661,0.8252445,0.01033008,0.002125888,0.002401024,0.001044104,0.01060678,4
"152",0.0005435685,1.977356e-08,0.001248464,0.9892398,1.706794e-05,0.003113502,1.4346e-05,0.01453756,7.781731e-06,0.0001156509,3
"153",5.672397e-05,1.119913e-08,0.0004471012,5.476491e-05,0.0001703532,1,0.0002492072,0.01614544,1.976371e-05,0.0006031341,5
"154",3.848582e-05,0.002887614,0.000507897,1.591608e-06,0.0002299929,8.276215e-05,0.9999991,1.741224e-06,0.0003643724,6.970498e-05,6
"155",0.0003156853,1.702553e-07,0.0003639206,0.008402854,1.433176e-05,1,0.001531227,0.0002049219,4.116336e-05,0.0003803048,5
"156",7.54734e-06,0.010618,0.01186562,0.8764642,2.672004e-05,0.000546983,3.970139e-05,0.001174773,0.01646818,0.006863194,3
"157",1.409767e-07,2.477615e-07,0.0002425966,0.0003770096,1e-07,1e-07,1e-07,1,1.947699e-06,0.01300659,7
"158",7.553184e-06,3.90626e-08,1.002181e-06,0.005913502,0.04990496,0.9949214,8.219699e-05,0.0003401079,0.0001479223,0.0002792286,5
"159",0.0002371967,4.262986e-06,0.0009153626,0.002397817,0.003129786,0.004125847,3.741119e-06,0.9859477,0.0001794724,0.001754049,7
"160",0.0003825222,5.951324e-06,0.0003827297,0.0003792867,1.792829e-05,1.247806e-06,0.0001721852,0.0003509038,1,0.01619747,8
"161",2.422984e-07,1.319862e-08,1.713599e-05,0.9999997,5.193907e-06,0.0007209594,5.543084e-06,0.002936611,1.689495e-05,0.0001332181,3
"162",1,2.502766e-06,1.049676e-07,8.017509e-07,1.040362e-06,1.660834e-06,0.0004713262,1.558923e-06,2.503611e-05,0.02112483,0
"163",0.0005410563,3.234628e-06,4.60549e-05,0.0278338,0.9999999,0.0001972363,0.0008451862,0.001038097,0.0001221055,4.347486e-05,4
"164",1.913614e-06,1.909292e-06,0.0001628966,0.3467357,0.06195994,0.9215478,0.05962828,0.0001573181,0.0004429927,0.0004190535,5
"165",0.0005298336,0.9996176,1e-07,8.566127e-06,0.0001616166,3.509329e-05,0.005629865,0.0005199367,1e-07,0.0005414971,1
"166",9.648417e-05,3.375731e-06,0.3389638,0.5778419,8.596775e-06,0.0004719232,0.00554225,0.007194522,0.00951859,0.0009959391,3
"167",6.233749e-05,0.05527556,0.003502242,0.006643577,2.531994e-05,1.733681e-06,6.485582e-06,0.9806021,7.428547e-05,0.0001314624,7
"168",0.0004835853,2.045361e-07,0.001247819,3.764047e-06,0.0001032487,0.003028768,0.999999,8.796915e-07,0.0165848,0.0002091459,6
"169",6.045464e-07,1.619788e-07,3.2151e-06,0.9999881,0.0008996047,0.001978615,0.0002905186,0.004871386,0.0007011486,0.0036845,3
"170",1,0.002696089,0.0002018758,0.0001958034,0.0002158547,0.01316162,0.0168495,0.0001715342,0.004293116,0.006948457,0
"171",0.0002549221,1.120056e-10,0.9999993,0.008587102,1.667445e-05,0.0002996473,0.001935078,0.0004777064,0.001448202,6.932582e-05,2
"172",3.234662e-06,3.012696e-07,0.0005535566,0.002229307,1e-07,2.284619e-05,1.293148e-07,1,1.177666e-06,0.008121975,7
"173",8.850721e-05,1.680733e-05,1.531736e-06,0.002995411,0.04088883,0.004742109,7.516486e-07,0.0004690856,0.3176262,0.01517993,8
"174",5.676279e-05,4.649064e-08,5.731844e-05,1.405913e-07,3.309919e-06,0.0002437838,1,1e-07,4.57697e-06,3.644575e-07,6
"175",4.143083e-05,0.9997963,1e-07,1e-07,0.0005774241,7.527037e-05,7.317485e-05,0.001323509,1.053427e-07,7.157749e-06,1
"176",3.849674e-06,1.311751e-06,0.08496494,0.4832364,0.001161879,0.00273401,0.003217292,0.07374854,0.0245618,0.0002296968,3
"177",1.948774e-06,0.002718288,0.0001076643,0.004823868,1.275081e-07,8.045307e-06,1e-07,1,1e-07,0.0003581816,7
"178",0.0001303627,1.691781e-09,0.01570771,0.000454479,0.8662426,0.04399677,0.002536218,0.01964019,0.003817152,0.01428176,4
"179",1.745567e-05,0.9999274,1e-07,2.019937e-06,0.0006288858,7.625072e-05,0.0005344417,0.0007911754,1e-07,0.002110676,1
"180",1.001645e-05,1.123234e-11,1,0.00280652,3.413798e-06,2.284104e-05,0.001661131,0.00213394,0.0004123379,0.000237535,2
"181",8.46598e-07,4.301676e-07,2.074375e-05,9.792884e-07,0.9999997,0.0001224095,6.844168e-06,0.009917526,1.096041e-05,0.0002591832,4
"182",2.472519e-05,0.002770398,0.00276799,0.004309663,1e-07,2.53593e-05,0.0002777309,0.01604881,0.9928277,0.0002076444,8
"183",2.905738e-06,1.232582e-05,3.29342e-05,0.001162784,1.254436e-06,0.9921893,0.01451807,7.395173e-06,0.03159937,0.0002859143,5
"184",0.0008227843,4.09653e-07,0.996825,0.00321169,0.0001180228,0.0006150895,0.004938164,0.0001533795,0.0001637628,3.708467e-06,2
"185",0.0005149422,0.007185542,1e-07,1.928198e-05,0.9999983,0.004815818,1.988465e-05,0.001876258,0.0004877383,0.004073205,4
"186",2.003019e-06,1.104041e-05,1e-07,4.204923e-05,0.0001652197,6.65836e-06,1e-07,0.007424388,0.003824038,0.9927886,9
"187",0.0001347421,8.291661e-08,0.9999999,0.001332204,0.0009449231,0.001351323,0.002466817,0.002239578,0.0009290823,0.0109148,2
"188",2.379137e-06,0.9979041,3.387539e-07,2.782912e-06,0.0007397631,0.0003685463,0.0002199851,0.0007044856,4.901891e-06,0.01274934,1
"189",0.001667216,0.01805167,0.0004395867,1.348574e-06,0.0001045961,2.563901e-05,0.9999999,7.425729e-06,3.831849e-06,1.368159e-05,6
"190",1,3.075555e-06,4.905417e-05,3.536319e-05,2.02094e-07,1e-07,2.353967e-05,2.291908e-05,0.0001765382,0.001342936,0
"191",0.0004262759,2.853216e-06,0.007059807,1.192389e-05,7.865372e-05,0.0002004555,1,1e-07,0.00196422,1.180003e-06,6
